date;year;month;dw;day;week_n;day_n;price;K_price;T;K_T;Kdw;Kyear;Kday;line_regr;sales
19.01.14;2014;1;1;19;4;19;145,9;0,579779945756961;-23;0,82509141300583;0,97;0,78;0,82;254,534041058234;75,5424939508592
20.01.14;2014;1;2;20;4;20;145,9;0,579779945756961;-28;0,786429745582339;0,93;0,77;0,86;254,468712482369;71,4545088509078
21.01.14;2014;1;3;21;4;21;145,9;0,579779945756961;-25;0,809395111115528;0,83;0,8;0,83;254,403872256096;65,7951157459956
22.01.14;2014;1;4;22;4;22;145,9;0,579779945756961;-24;0,817204141367842;0,88;0,79;0,91;254,339493711144;76,2357551164982
23.01.14;2014;1;5;23;4;23;145,9;0,579779945756961;-28;0,786429745582339;1,15;0,8;0,99;254,275552779334;105,596798174712
24.01.14;2014;1;6;24;4;24;145,9;0,579779945756961;-22;0,833057709957103;1,09;0,8;1,08;254,212027637181;115,631088123718
25.01.14;2014;1;7;25;4;25;145,9;0,579779945756961;-22;0,833057709957103;1,04;0,8;1,17;254,14889841184;119,491137958104
26.01.14;2014;1;1;26;5;26;95,9;1,01836318529161;-27;0,794008677862973;1,01;0,81;1,19;254,0861469358;200,014868622403
27.01.14;2014;1;2;27;5;27;95,9;1,01836318529161;-27;0,794008677862973;0,98;0,8;1,09;254,023756540661;175,527365494994
28.01.14;2014;1;3;28;5;28;95,9;1,01836318529161;-21;0,841103824003717;0,89;0,81;1,09;253,961711882559;170,931485763551
29.01.14;2014;1;4;29;5;29;95,9;1,01836318529161;-22;0,833057709957103;0,88;0,81;1,04;253,899998793426;159,676685112662
30.01.14;2014;1;5;30;5;30;95,9;1,01836318529161;-28;0,786429745582339;1,16;0,77;1,05;253,838604153503;190,659437289708
31.01.14;2014;1;6;31;5;31;95,9;1,01836318529161;-23;0,82509141300583;1,09;0,79;0,98;253,777515781458;179,944080613422
01.02.14;2014;2;7;1;5;32;95,9;1,01836318529161;-16;0,882559922832052;1,08;0,84;0,89;253,716722339195;184,114941160538
02.02.14;2014;2;1;2;6;33;105,9;0,909860456423497;-14;0,899729696849739;1,01;0,85;0,85;253,656213248986;151,527541046419
03.02.14;2014;2;2;3;6;34;105,9;0,909860456423497;-15;0,89110201673841;0,96;0,88;0,83;253,595978621011;144,170557251995
04.02.14;2014;2;3;4;6;35;105,9;0,909860456423497;-13;0,908443820683944;0,88;0,84;0,89;253,53600918973;137,868319046227
05.02.14;2014;2;4;5;6;36;105,9;0,909860456423497;-14;0,899729696849739;0,88;0,85;0,94;253,476296257787;145,899448367365
06.02.14;2014;2;5;6;6;37;105,9;0,909860456423497;-15;0,89110201673841;1,17;0,84;1,01;253,416831646368;203,950228155085
07.02.14;2014;2;6;7;6;38;105,9;0,909860456423497;-17;0,874102566119297;1,11;0,87;1,08;253,35760765113;210,1537394174
08.02.14;2014;2;7;8;6;39;105,9;0,909860456423497;-21;0,841103824003717;1,09;0,86;1,14;253,298617002921;207,15099184758
09.02.14;2014;2;1;9;7;40;79,9;1,21951551893121;-16;0,882559922832052;1,01;0,85;1,12;253,23985283269;262,072775477999
10.02.14;2014;2;2;10;7;41;79,9;1,21951551893121;-17;0,874102566119297;0,93;0,87;1,18;253,181308640017;257,671019200799
11.02.14;2014;2;3;11;7;42;79,9;1,21951551893121;-21;0,841103824003717;0,89;0,84;1,17;253,122978264841;227,103415081856
12.02.14;2014;2;4;12;7;43;79,9;1,21951551893121;-18;0,865729106010935;0,86;0,84;1,06;253,064855861959;204,590182537563
13.02.14;2014;2;5;13;7;44;79,9;1,21951551893121;-12;0,917245254350702;1,14;0,86;1,02;253,006935878;283,014512588919
14.02.14;2014;2;6;14;7;45;79,9;1,21951551893121;-13;0,908443820683944;1,13;0,88;1,02;252,949213030559;284,236617595013
15.02.14;2014;2;7;15;7;46;79,9;1,21951551893121;-16;0,882559922832052;1,07;0,87;0,96;252,891682289254;243,242995073028
16.02.14;2014;2;1;16;8;47;107,9;0,889588603311728;-19;0,857438710256362;0,95;0,86;0,9;252,834338858491;141,805449372736
17.02.14;2014;2;2;17;8;48;107,9;0,889588603311728;-22;0,833057709957103;0,96;0,84;0,9;252,777178161747;135,955001337569
18.02.14;2014;2;3;18;8;49;107,9;0,889588603311728;-14;0,899729696849739;0,88;0,87;0,89;252,720195827217;137,826632905374
19.02.14;2014;2;4;19;8;50;107,9;0,889588603311728;-13;0,908443820683944;0,85;0,88;0,8;252,663387674662;122,185926205113
20.02.14;2014;2;5;20;8;51;107,9;0,889588603311728;-19;0,857438710256362;1,17;0,88;0,86;252,606749703363;170,609901736199
21.02.14;2014;2;6;21;8;52;107,9;0,889588603311728;-13;0,908443820683944;1,12;0,86;0,89;252,550278081042;174,961147017225
22.02.14;2014;2;7;22;8;53;107,9;0,889588603311728;-16;0,882559922832052;1,06;0,87;0,92;252,493969133671;168,188914349838
23.02.14;2014;2;1;23;9;54;95,9;1,01836318529161;-20;0,849230554860864;0,97;0,84;0,95;252,437819336079;168,98857656126
24.02.14;2014;2;2;24;9;55;95,9;1,01836318529161;-12;0,917245254350702;0,95;0,85;1,04;252,381825303278;197,980360887648
25.02.14;2014;2;3;25;9;56;95,9;1,01836318529161;-13;0,908443820683944;0,89;0,84;1,14;252,325983782444;198,946766625523
26.02.14;2014;2;4;26;9;57;95,9;1,01836318529161;-17;0,874102566119297;0,83;0,87;1,14;252,27029164549;184,855932019334
27.02.14;2014;2;5;27;9;58;95,9;1,01836318529161;-14;0,899729696849739;1,12;0,84;1,13;252,214745882183;245,675004400183
28.02.14;2014;2;6;28;9;59;95,9;1,01836318529161;-17;0,874102566119297;1,1;0,86;1,11;252,159343593746;235,697114899412
01.03.14;2014;3;7;1;9;60;95,9;1,01836318529161;-15;0,89110201673841;1,04;0,96;0,89;252,104081986918;203,284644238638
02.03.14;2014;3;1;2;10;61;126,9;0,718168247818076;-11;0,926134872637542;0,97;0,93;0,86;252,048958368418;130,058421379493
03.03.14;2014;3;2;3;10;62;126,9;0,718168247818076;-8;0,953341715093633;0,95;0,95;0,79;251,993970139787;123,009668275164
04.03.14;2014;3;3;4;10;63;126,9;0,718168247818076;-9;0,944182206133403;0,87;0,94;0,94;251,939114792579;131,326560584557
05.03.14;2014;3;4;5;10;64;126,9;0,718168247818076;-5;0,981374562985995;0,83;0,93;0,96;251,884389903861;131,551112295435
06.03.14;2014;3;5;6;10;65;126,9;0,718168247818076;-10;0,935113559096793;1,15;0,93;0,99;251,829793132009;179,066211927508
07.03.14;2014;3;6;7;10;66;126,9;0,718168247818076;-6;0,971936969414993;1,15;0,92;1,1;251,775322212774;204,529433186026
08.03.14;2014;3;7;8;10;67;126,9;0,718168247818076;-12;0,917245254350702;1,04;0,93;1,09;251,720974955592;174,813055718753
09.03.14;2014;3;1;9;11;68;157,9;0,506465315737425;-15;0,89110201673841;0,97;0,92;1,11;251,66674924012;112,508546818352
10.03.14;2014;3;2;10;11;69;157,9;0,506465315737425;-14;0,899729696849739;0,96;0,96;1,2;251,612643012989;126,799615316809
11.03.14;2014;3;3;11;11;70;157,9;0,506465315737425;-8;0,953341715093633;0,87;0,94;1,19;251,558654284752;118,203853798481
12.03.14;2014;3;4;12;11;71;157,9;0,506465315737425;-7;0,962592996354647;0,83;0,96;1,06;251,504781127002;103,560429411363
13.03.14;2014;3;5;13;11;72;157,9;0,506465315737425;-6;0,971936969414993;1,13;0,94;1,09;251,451021669675;143,309179702947
14.03.14;2014;3;6;14;11;73;157,9;0,506465315737425;-13;0,908443820683944;1,1;0,93;0,97;251,397374098497;114,77726957095
15.03.14;2014;3;7;15;11;74;157,9;0,506465315737425;-11;0,926134872637542;1,05;0,95;0,96;251,343836652576;112,895420064677
16.03.14;2014;3;1;16;12;75;115,9;0,81291828113967;-9;0,944182206133403;0,96;0,96;0,94;251,290407622134;167,089412588574
17.03.14;2014;3;2;17;12;76;115,9;0,81291828113967;-8;0,953341715093633;0,93;0,93;0,84;251,237085346363;141,456991250643
18.03.14;2014;3;3;18;12;77;115,9;0,81291828113967;-13;0,908443820683944;0,84;0,92;0,84;251,183868211396;120,415698454511
19.03.14;2014;3;4;19;12;78;115,9;0,81291828113967;-10;0,935113559096793;0,89;0,96;0,85;251,130754648387;138,640881682022
20.03.14;2014;3;5;20;12;79;115,9;0,81291828113967;-5;0,981374562985995;1,13;0,96;0,88;251,077743131699;191,215129562826
21.03.14;2014;3;6;21;12;80;115,9;0,81291828113967;-12;0,917245254350702;1,12;0,93;0,86;251,024832177175;167,667338892577
22.03.14;2014;3;7;22;12;81;115,9;0,81291828113967;-5;0,981374562985995;1,08;0,93;0,94;250,972020340514;189,034708355696
23.03.14;2014;3;1;23;13;82;124,9;0,734533791593149;-5;0,981374562985995;0,97;0,95;0,98;250,919306215717;163,343580157702
24.03.14;2014;3;2;24;13;83;124,9;0,734533791593149;-14;0,899729696849739;0,98;0,96;1,02;250,866688433619;159,097850668707
25.03.14;2014;3;3;25;13;84;124,9;0,734533791593149;-15;0,89110201673841;0,89;0,96;1,17;250,814165660493;164,111255949711
26.03.14;2014;3;4;26;13;85;124,9;0,734533791593149;-9;0,944182206133403;0,85;0,93;1,19;250,761736596718;163,597889193246
27.03.14;2014;3;5;27;13;86;124,9;0,734533791593149;-6;0,971936969414993;1,14;0,96;1,09;250,709399975521;213,512389712809
28.03.14;2014;3;6;28;13;87;124,9;0,734533791593149;-12;0,917245254350702;1,13;0,94;1,08;250,657154561775;193,734698525859
29.03.14;2014;3;7;29;13;88;124,9;0,734533791593149;-11;0,926134872637542;1,07;0,94;1,06;250,604999150847;181,757878149382
30.03.14;2014;3;1;30;14;89;124,9;0,734533791593149;-13;0,908443820683944;0,99;0,96;1,04;250,552932567516;165,252908629209
31.03.14;2014;3;2;31;14;90;124,9;0,734533791593149;-7;0,962592996354647;0,97;0,92;0,94;250,500953664929;148,576894357794
01.04.14;2014;4;3;1;14;91;124,9;0,734533791593149;1;1,04001934723601;0,83;1,01;0,85;250,449061323605;136,329863086846
02.04.14;2014;4;4;2;14;92;124,9;0,734533791593149;-5;0,981374562985995;0,84;1,01;0,84;250,397254450498;128,634092047736
03.04.14;2014;4;5;3;14;93;124,9;0,734533791593149;1;1,04001934723601;1,12;1,03;0,82;250,345531978081;180,909820578122
04.04.14;2014;4;6;4;14;94;124,9;0,734533791593149;-6;0,971936969414993;1,09;1,03;0,89;250,293892863491;178,547537094918
05.04.14;2014;4;7;5;14;95;124,9;0,734533791593149;-7;0,962592996354647;1,1;1;0,95;250,242336087701;184,897719023795
06.04.14;2014;4;1;6;15;96;124,9;0,734533791593149;-7;0,962592996354647;0,95;1,01;1;250,190860654725;169,734801802249
07.04.14;2014;4;2;7;15;97;124,9;0,734533791593149;1;1,04001934723601;0,97;1,02;1,04;250,139465590872;196,625871873254
08.04.14;2014;4;3;8;15;98;124,9;0,734533791593149;3;1,06036020948054;0,88;1;1,07;250,088149944013;183,410741157708
09.04.14;2014;4;4;9;15;99;124,9;0,734533791593149;-3;1,0005343731239;0,85;1,03;1,18;250,036912782894;189,839280396271
10.04.14;2014;4;5;10;15;100;124,9;0,734533791593149;-1;1,02008004424526;1,15;1,02;1,25;249,985753196473;274,643493897512
11.04.14;2014;4;6;11;15;101;124,9;0,734533791593149;-1;1,02008004424526;1,11;1,01;1,11;249,934670293278;233,045041765538
12.04.14;2014;4;7;12;15;102;124,9;0,734533791593149;-1;1,02008004424526;1,1;1,03;1,1;249,883663200804;233,349293558832
13.04.14;2014;4;1;13;16;103;126,9;0,718168247818076;2;1,05013908179105;0,96;0,99;1,03;249,832731064921;184,444627292307
14.04.14;2014;4;2;14;16;104;126,9;0,718168247818076;2;1,05013908179105;0,95;1,02;1,05;249,78187304932;191,666854394851
15.04.14;2014;4;3;15;16;105;126,9;0,718168247818076;-4;0,990906715084057;0,87;0,99;0,93;249,731088334967;142,353771242857
16.04.14;2014;4;4;16;16;106;126,9;0,718168247818076;3;1,06036020948054;0,85;0,99;0,9;249,680376119586;143,999393113068
17.04.14;2014;4;5;17;16;107;126,9;0,718168247818076;-1;1,02008004424526;1,18;1,02;0,85;249,629735617165;187,093143939177
18.04.14;2014;4;6;18;16;108;126,9;0,718168247818076;1;1,04001934723601;1,1;1,01;0,86;249,579166057475;178,110063194758
19.04.14;2014;4;7;19;16;109;126,9;0,718168247818076;3;1,06036020948054;1,05;1;0,83;249,52866668561;165,602717662283
20.04.14;2014;4;1;20;17;110;79,9;1,21951551893121;0;1,03;0,99;0,99;0,82;249,478236761544;251,849714865958
21.04.14;2014;4;2;21;17;111;79,9;1,21951551893121;-4;0,990906715084057;0,93;1,01;0,83;249,427875559708;234,988984921445
22.04.14;2014;4;3;22;17;112;79,9;1,21951551893121;-6;0,971936969414993;0,88;1,03;0,95;249,377582368576;254,522596695331
23.04.14;2014;4;4;23;17;113;79,9;1,21951551893121;0;1,03;0,87;1,01;0,95;249,327356490271;261,431984808831
24.04.14;2014;4;5;24;17;114;79,9;1,21951551893121;-7;0,962592996354647;1,14;1;1,09;249,277197240189;363,616792122368
25.04.14;2014;4;6;25;17;115;79,9;1,21951551893121;-1;1,02008004424526;1,13;1,03;1,19;249,227103946628;429,417247062287
26.04.14;2014;4;7;26;17;116;79,9;1,21951551893121;-4;0,990906715084057;1,08;0,99;1,16;249,177075950436;373,460889500534
27.04.14;2014;4;1;27;18;117;95,9;1,01836318529161;1;1,04001934723601;1,01;1,01;1,07;249,12711260467;287,999430562103
28.04.14;2014;4;2;28;18;118;95,9;1,01836318529161;-4;0,990906715084057;0,97;1,02;1,06;249,077213274269;263,601108186503
29.04.14;2014;4;3;29;18;119;95,9;1,01836318529161;-3;1,0005343731239;0,88;0,99;1,03;249,027377335736;227,686295107838
30.04.14;2014;4;4;30;18;120;95,9;1,01836318529161;2;1,05013908179105;0,89;1;1,04;248,977604176832;246,452451055489
01.05.14;2014;5;5;1;18;121;95,9;1,01836318529161;8;1,11302265959964;1,18;1,05;0,87;248,927893196281;304,138093576583
02.05.14;2014;5;6;2;18;122;95,9;1,01836318529161;4;1,07068374619749;1,14;1,05;0,87;248,878243803484;282,594846196521
03.05.14;2014;5;7;3;18;123;95,9;1,01836318529161;5;1,08111071801351;1,04;1,09;0,84;248,828655418244;260,862937132804
04.05.14;2014;5;1;4;19;124;145,9;0,579779945756961;11;1,14590345441726;1,01;1,07;0,88;248,779127470501;157,18568131956
05.05.14;2014;5;2;5;19;125;145,9;0,579779945756961;2;1,05013908179105;0,95;1,08;1,01;248,729659400072;156,930124906238
06.05.14;2014;5;3;6;19;126;145,9;0,579779945756961;9;1,12387383969063;0,84;1,06;1,01;248,680250656405;145,723157588886
07.05.14;2014;5;4;7;19;127;145,9;0,579779945756961;7;1,10227912273504;0,85;1,06;1,11;248,630900698336;158,91234786833
08.05.14;2014;5;5;8;19;128;145,9;0,579779945756961;3;1,06036020948054;1,13;1,08;1,08;248,581608993857;201,424159804141
09.05.14;2014;5;6;9;19;129;145,9;0,579779945756961;8;1,11302265959964;1,1;1,09;1,1;248,532375019893;211,52516069026
10.05.14;2014;5;7;10;19;130;145,9;0,579779945756961;4;1,07068374619749;1,05;1,05;1,25;248,48319826208;212,573948018289
11.05.14;2014;5;1;11;20;131;87,9;1,11441002704181;1;1,04001934723601;0,96;1,05;1,14;248,434078214558;330,874258932447
12.05.14;2014;5;2;12;20;132;87,9;1,11441002704181;3;1,06036020948054;0,99;1,08;1,13;248,385014379763;354,618360185535
13.05.14;2014;5;3;13;20;133;87,9;1,11441002704181;3;1,06036020948054;0,83;1,09;1,09;248,336006268231;289,380467621571
14.05.14;2014;5;4;14;20;134;87,9;1,11441002704181;10;1,13483374152288;0,89;1,07;1,04;248,287053398408;310,984289141176
15.05.14;2014;5;5;15;20;135;87,9;1,11441002704181;5;1,08111071801351;1,15;1,07;1;248,238155296461;368,014844708096
16.05.14;2014;5;6;16;20;136;87,9;1,11441002704181;4;1,07068374619749;1,15;1,05;0,88;248,189311496099;314,672729092879
17.05.14;2014;5;7;17;20;137;87,9;1,11441002704181;4;1,07068374619749;1,07;1,06;0,84;248,140521538398;282,080354372451
18.05.14;2014;5;1;18;21;138;157,9;0,506465315737425;2;1,05013908179105;0,95;1,08;0,86;248,091784971636;116,427273200885
19.05.14;2014;5;2;19;21;139;157,9;0,506465315737425;6;1,09164216128078;0,94;1,09;0,79;248,04310135112;111,003993970021
20.05.14;2014;5;3;20;21;140;157,9;0,506465315737425;4;1,07068374619749;0,83;1,07;0,82;247,994470239035;97,93290522488
21.05.14;2014;5;4;21;21;141;157,9;0,506465315737425;6;1,09164216128078;0,84;1,09;0,84;247,945891204286;105,431890865525
22.05.14;2014;5;5;22;21;142;157,9;0,506465315737425;9;1,12387383969063;1,17;1,05;0,96;247,897363822347;166,412357652029
23.05.14;2014;5;6;23;21;143;157,9;0,506465315737425;10;1,13483374152288;1,12;1,05;0,99;247,848887675116;165,848458565676
24.05.14;2014;5;7;24;21;144;157,9;0,506465315737425;2;1,05013908179105;1,07;1,05;1,04;247,800462350777;153,994446351849
25.05.14;2014;5;1;25;22;145;87,9;1,11441002704181;2;1,05013908179105;1;1,08;1,13;247,752087443655;353,843607230903
26.05.14;2014;5;2;26;22;146;87,9;1,11441002704181;6;1,09164216128078;0,96;1,06;1,2;247,703762554092;367,973259223254
27.05.14;2014;5;3;27;22;147;87,9;1,11441002704181;2;1,05013908179105;0,85;1,06;1,06;247,655487288308;276,802777597334
28.05.14;2014;5;4;28;22;148;87,9;1,11441002704181;2;1,05013908179105;0,86;1,09;1,1;247,607261258284;298,794668079393
29.05.14;2014;5;5;29;22;149;87,9;1,11441002704181;5;1,08111071801351;1,17;1,06;1,03;247,559084081632;380,998269324118
30.05.14;2014;5;6;30;22;150;87,9;1,11441002704181;4;1,07068374619749;1,15;1,09;1,04;247,510955381479;384,997868397284
31.05.14;2014;5;7;31;22;151;87,9;1,11441002704181;10;1,13483374152288;1,08;1,09;0,92;247,462874786353;338,941998354942
01.06.14;2014;6;1;1;23;152;100,9;0,962584226223508;12;1,15708407860892;0,97;1,15;0,88;247,414841930067;270,508959398121
02.06.14;2014;6;2;2;23;153;100,9;0,962584226223508;20;1,25065759640745;0,94;1,18;0,82;247,366856451613;270,858450296088
03.06.14;2014;6;3;3;23;154;100,9;0,962584226223508;20;1,25065759640745;0,86;1,18;0,84;247,318917995051;253,80153734887
04.06.14;2014;6;4;4;23;155;100,9;0,962584226223508;14;1,17978251705342;0,87;1,18;0,93;247,271026209411;268,100816435463
05.06.14;2014;6;5;5;23;156;100,9;0,962584226223508;20;1,25065759640745;1,14;1,15;0,93;247,223180748587;362,870778071856
06.06.14;2014;6;6;6;23;157;100,9;0,962584226223508;10;1,13483374152288;1,13;1,17;1,01;247,175381271241;360,546988483191
07.06.14;2014;6;7;7;23;158;100,9;0,962584226223508;12;1,15708407860892;1,08;1,17;1,11;247,127627440708;386,062442655936
08.06.14;2014;6;1;8;24;159;100,9;0,962584226223508;11;1,14590345441726;0,98;1,16;1,07;247,079918924902;331,506510556092
09.06.14;2014;6;2;9;24;160;100,9;0,962584226223508;13;1,16837672535668;0,95;1,15;1,11;247,032255396225;336,914518007703
10.06.14;2014;6;3;10;24;161;100,9;0,962584226223508;18;1,22655997715953;0,88;1,18;1,2;246,984636531479;363,365252597468
11.06.14;2014;6;4;11;24;162;100,9;0,962584226223508;11;1,14590345441726;0,83;1,18;1,17;246,937062011781;312,11813804968
12.06.14;2014;6;5;12;24;163;100,9;0,962584226223508;11;1,14590345441726;1,14;1,17;1,1;246,889531522477;399,551571487818
13.06.14;2014;6;6;13;24;164;100,9;0,962584226223508;12;1,15708407860892;1,09;1,17;1,01;246,842044753062;354,124950803233
14.06.14;2014;6;7;14;24;165;100,9;0,962584226223508;16;1,20293808120628;1,06;1,14;1;246,794601397101;345,325290693743
15.06.14;2014;6;1;15;25;166;95,9;1,01836318529161;15;1,19130258733767;0,98;1,16;0,97;246,747201152148;330,09033632873
16.06.14;2014;6;2;16;25;167;95,9;1,01836318529161;10;1,13483374152288;0,95;1,17;0,9;246,699843719674;285,204111270616
17.06.14;2014;6;3;17;25;168;95,9;1,01836318529161;14;1,17978251705342;0,84;1,16;0,88;246,652528804991;254,103219042953
18.06.14;2014;6;4;18;25;169;95,9;1,01836318529161;11;1,14590345441726;0,86;1,15;0,82;246,605256117183;233,379761829123
19.06.14;2014;6;5;19;25;170;95,9;1,01836318529161;13;1,16837672535668;1,12;1,15;0,83;246,558025369029;313,616343098914
20.06.14;2014;6;6;20;25;171;95,9;1,01836318529161;14;1,17978251705342;1,1;1,14;0,84;246,510836276942;311,97334145302
21.06.14;2014;6;7;21;25;172;95,9;1,01836318529161;19;1,2385487270594;1,1;1,17;0,89;246,463688560899;356,071558527905
22.06.14;2014;6;1;22;26;173;124,9;0,734533791593149;18;1,22655997715953;0,96;1,18;0,96;246,416581944376;241,432077778619
23.06.14;2014;6;2;23;26;174;124,9;0,734533791593149;13;1,16837672535668;0,95;1,14;1,02;246,369516154282;233,566351063997
24.06.14;2014;6;3;24;26;175;124,9;0,734533791593149;18;1,22655997715953;0,88;1,15;1,08;246,322490920902;242,554259174392
25.06.14;2014;6;4;25;26;176;124,9;0,734533791593149;12;1,15708407860892;0,83;1,16;1,13;246,27550597783;227,725908209987
26.06.14;2014;6;5;26;26;177;124,9;0,734533791593149;20;1,25065759640745;1,14;1,17;1,2;246,228561061916;362,043363936626
27.06.14;2014;6;6;27;26;178;124,9;0,734533791593149;19;1,2385487270594;1,13;1,17;1,09;246,181655913203;322,753803550308
28.06.14;2014;6;7;28;26;179;124,9;0,734533791593149;10;1,13483374152288;1,08;1,17;1,1;246,134790274875;285,180171823374
29.06.14;2014;6;1;29;27;180;95,9;1,01836318529161;15;1,19130258733767;0,97;1,17;1,05;246,087963893197;355,764036420078
30.06.14;2014;6;2;30;27;181;95,9;1,01836318529161;11;1,14590345441726;0,98;1,16;1,03;246,041176517465;336,186139531595
01.07.14;2014;7;3;1;27;182;95,9;1,01836318529161;20;1,25065759640745;0,87;1,34;0,93;245,99442789995;339,682666112367
02.07.14;2014;7;4;2;27;183;95,9;1,01836318529161;27;1,33888565663563;0,86;1,34;0,82;245,947717795851;316,888208175418
03.07.14;2014;7;5;3;27;184;95,9;1,01836318529161;27;1,33888565663563;1,15;1,31;0,87;245,901045963241;439,435303537876
04.07.14;2014;7;6;4;27;185;95,9;1,01836318529161;26;1,3259015688338;1,11;1,34;0,9;245,854412163016;444,387944274332
05.07.14;2014;7;7;5;27;186;95,9;1,01836318529161;29;1,36524541192975;1,07;1,34;1,01;245,807816158855;494,90182435421
06.07.14;2014;7;1;6;28;187;69,9;1,36494525023438;24;1,30031852025372;1,01;1,34;0,99;245,761257717162;584,439778449951
07.07.14;2014;7;2;7;28;188;69,9;1,36494525023438;26;1,3259015688338;0,98;1,31;1,06;245,714736607029;605,147100181259
08.07.14;2014;7;3;8;28;189;69,9;1,36494525023438;28;1,3519998365217;0,83;1,3;1,11;245,668252600188;542,981872582815
09.07.14;2014;7;4;9;28;190;69,9;1,36494525023438;22;1,27524051958036;0,87;1,34;1,18;245,621805470965;588,13945236835
10.07.14;2014;7;5;10;28;191;69,9;1,36494525023438;29;1,36524541192975;1,16;1,34;1,21;245,575394996239;860,714197018457
11.07.14;2014;7;6;11;28;192;69,9;1,36494525023438;29;1,36524541192975;1,15;1,32;1,14;245,529020955401;791,78161314265
12.07.14;2014;7;7;12;28;193;69,9;1,36494525023438;29;1,36524541192975;1,06;1,31;1,06;245,482683130309;673,332915115103
13.07.14;2014;7;1;13;29;194;79,9;1,21951551893121;26;1,3259015688338;1,01;1,32;1,05;245,436381305253;555,548729769864
14.07.14;2014;7;2;14;29;195;79,9;1,21951551893121;29;1,36524541192975;0,97;1,34;0,98;245,39011526691;520,424495586924
15.07.14;2014;7;3;15;29;196;79,9;1,21951551893121;27;1,33888565663563;0,85;1,31;0,93;245,343884804311;414,838664930145
16.07.14;2014;7;4;16;29;197;79,9;1,21951551893121;23;1,28771701673839;0,87;1,34;0,87;245,297689708798;390,701004300635
17.07.14;2014;7;5;17;29;198;79,9;1,21951551893121;20;1,25065759640745;1,13;1,32;0,86;245,251529773989;479,831005472776
18.07.14;2014;7;6;18;29;199;79,9;1,21951551893121;25;1,31304628260848;1,09;1,33;0,85;245,205404795746;483,831866764646
19.07.14;2014;7;7;19;29;200;79,9;1,21951551893121;29;1,36524541192975;1,1;1,31;0,83;245,159314572131;488,189606001553
20.07.14;2014;7;1;20;30;201;100,9;0,962584226223508;29;1,36524541192975;0,97;1,31;0,88;245,113258903378;360,198560280891
21.07.14;2014;7;2;21;30;202;100,9;0,962584226223508;24;1,30031852025372;0,97;1,34;0,91;245,067237591859;362,820376131734
22.07.14;2014;7;3;22;30;203;100,9;0,962584226223508;21;1,26288778872212;0,84;1,31;0,96;245,021250442046;314,650967348836
23.07.14;2014;7;4;23;30;204;100,9;0,962584226223508;28;1,3519998365217;0,86;1,31;1,01;244,975297260481;362,767852216028
24.07.14;2014;7;5;24;30;205;100,9;0,962584226223508;27;1,33888565663563;1,18;1,31;1,08;244,929377855747;526,987322223857
25.07.14;2014;7;6;25;30;206;100,9;0,962584226223508;24;1,30031852025372;1,11;1,32;1,16;244,88349203843;520,958223298434
