id,target
29300,3
29301,2
29302,5
29303,3
29304,5
29305,4
29306,4
29307,4
29308,3
29309,3
29310,3
29311,2
29312,3
29313,3
29314,6
29315,3
29316,3
29317,3
29318,3
29319,3
29320,5
29321,3
29322,3
29323,4
29324,0
29325,3
29326,6
29327,0
29328,3
29329,3
29330,3
29331,0
29332,3
29333,3
29334,3
29335,4
29336,4
29337,3
29338,3
29339,4
29340,3
29341,3
29342,3
29343,5
29344,6
29345,3
29346,2
29347,0
29348,3
29349,5
29350,3
29351,3
29352,6
29353,3
29354,0
29355,3
29356,5
29357,5
29358,3
29359,2
29360,6
29361,3
29362,3
29363,3
29364,6
29365,3
29366,6
29367,6
29368,5
29369,5
29370,3
29371,3
29372,3
29373,2
29374,5
29375,0
29376,6
29377,6
29378,3
29379,4
29380,3
29381,3
29382,2
29383,6
29384,3
29385,3
29386,6
29387,2
29388,3
29389,4
29390,3
29391,5
29392,3
29393,2
29394,0
29395,4
29396,3
29397,3
29398,3
29399,2
29400,3
29401,4
29402,2
29403,3
29404,3
29405,2
29406,3
29407,4
29408,3
29409,5
29410,3
29411,0
29412,2
29413,5
29414,3
29415,3
29416,3
29417,3
29418,3
29419,3
29420,6
29421,2
29422,3
29423,6
29424,4
29425,4
29426,3
29427,3
29428,5
29429,3
29430,3
29431,3
29432,0
29433,3
29434,3
29435,3
29436,3
29437,6
29438,0
29439,3
29440,2
29441,3
29442,6
29443,5
29444,2
29445,3
29446,4
29447,4
29448,0
29449,2
29450,0
29451,3
29452,0
29453,2
29454,3
29455,0
29456,3
29457,6
29458,2
29459,4
29460,3
29461,3
29462,2
29463,3
29464,3
29465,3
29466,5
29467,3
29468,3
29469,2
29470,3
29471,6
29472,3
29473,3
29474,3
29475,4
29476,3
29477,6
29478,6
29479,3
29480,5
29481,4
29482,3
29483,2
29484,6
29485,3
29486,6
29487,3
29488,2
29489,3
29490,4
29491,3
29492,2
29493,0
29494,2
29495,0
29496,3
29497,3
29498,4
29499,3
29500,3
29501,3
29502,2
29503,3
29504,3
29505,6
29506,3
29507,3
29508,5
29509,3
29510,0
29511,5
29512,6
29513,3
29514,3
29515,3
29516,3
29517,5
29518,0
29519,3
29520,3
29521,3
29522,6
29523,0
29524,3
29525,3
29526,5
29527,3
29528,6
29529,3
29530,5
29531,2
29532,0
29533,4
29534,6
29535,5
29536,0
29537,3
29538,0
29539,3
29540,5
29541,6
29542,3
29543,3
29544,3
29545,3
29546,2
29547,3
29548,0
29549,0
29550,0
29551,5
29552,4
29553,3
29554,0
29555,3
29556,4
29557,3
29558,3
29559,3
29560,3
29561,3
29562,3
29563,4
29564,3
29565,6
29566,3
29567,6
29568,2
29569,2
29570,0
29571,3
29572,0
29573,5
29574,3
29575,6
29576,4
29577,3
29578,3
29579,3
29580,3
29581,6
29582,5
29583,0
29584,6
29585,3
29586,2
29587,3
29588,2
29589,3
29590,2
29591,2
29592,6
29593,5
29594,5
29595,3
29596,3
29597,4
29598,3
29599,3
29600,5
29601,2
29602,3
29603,3
29604,6
29605,0
29606,3
29607,3
29608,3
29609,3
29610,6
29611,3
29612,6
29613,5
29614,3
29615,3
29616,5
29617,4
29618,5
29619,3
29620,3
29621,3
29622,2
29623,5
29624,6
29625,2
29626,2
29627,4
29628,2
29629,6
29630,3
29631,3
29632,3
29633,3
29634,3
29635,2
29636,0
29637,6
29638,6
29639,2
29640,4
29641,5
29642,3
29643,3
29644,6
29645,4
29646,5
29647,3
29648,3
29649,3
29650,3
29651,3
29652,3
29653,0
29654,3
29655,3
29656,3
29657,3
29658,5
29659,3
29660,5
29661,4
29662,2
29663,3
29664,5
29665,3
29666,3
29667,5
29668,5
29669,3
29670,3
29671,6
29672,3
29673,2
29674,0
29675,3
29676,0
29677,3
29678,3
29679,3
29680,3
29681,3
29682,4
29683,3
29684,3
29685,4
29686,3
29687,3
29688,3
29689,3
29690,5
29691,2
29692,0
29693,3
29694,6
29695,3
29696,3
29697,3
29698,5
29699,5
29700,4
29701,3
29702,4
29703,6
29704,3
29705,3
29706,3
29707,0
29708,3
29709,2
29710,3
29711,3
29712,2
29713,2
29714,6
29715,3
29716,2
29717,3
29718,2
29719,3
29720,2
29721,6
29722,3
29723,4
29724,2
29725,0
29726,2
29727,3
29728,2
29729,6
29730,3
29731,6
29732,0
29733,3
29734,2
29735,3
29736,3
29737,2
29738,6
29739,4
29740,5
29741,3
29742,3
29743,3
29744,3
29745,3
29746,4
29747,5
29748,3
29749,3
29750,2
29751,3
29752,6
29753,2
29754,3
29755,5
29756,3
29757,3
29758,6
29759,3
29760,4
29761,6
29762,6
29763,5
29764,3
29765,2
29766,3
29767,3
29768,0
29769,3
29770,3
29771,3
29772,3
29773,3
29774,6
29775,3
29776,3
29777,3
29778,3
29779,5
29780,6
29781,6
29782,3
29783,3
29784,3
29785,3
29786,5
29787,6
29788,0
29789,3
29790,3
29791,5
29792,3
29793,6
29794,3
29795,4
29796,5
29797,5
29798,4
29799,3
29800,3
29801,2
29802,3
29803,0
29804,5
29805,3
29806,3
29807,2
29808,3
29809,3
29810,0
29811,3
29812,5
29813,3
29814,2
29815,3
29816,5
29817,3
29818,2
29819,2
29820,3
29821,3
29822,4
29823,0
29824,3
29825,3
29826,3
29827,4
29828,3
29829,2
29830,3
29831,3
29832,4
29833,5
29834,3
29835,6
29836,2
29837,3
29838,0
29839,2
29840,4
29841,3
29842,3
29843,3
29844,4
29845,5
29846,6
29847,3
29848,6
29849,2
29850,3
29851,3
29852,2
29853,3
29854,4
29855,6
29856,3
29857,3
29858,3
29859,3
29860,6
29861,4
29862,6
29863,5
29864,5
29865,3
29866,3
29867,3
29868,0
29869,5
29870,4
29871,0
29872,3
29873,0
29874,5
29875,3
29876,0
29877,3
29878,6
29879,3
29880,4
29881,3
29882,2
29883,3
29884,3
29885,2
29886,3
29887,3
29888,3
29889,3
29890,3
29891,3
29892,4
29893,3
29894,5
29895,3
29896,6
29897,2
29898,3
29899,3
29900,3
29901,3
29902,2
29903,3
29904,5
29905,2
29906,0
29907,3
29908,3
29909,5
29910,3
29911,4
29912,0
29913,3
29914,2
29915,3
29916,3
29917,4
29918,2
29919,3
29920,5
29921,0
29922,3
29923,3
29924,0
29925,4
29926,3
29927,5
29928,6
29929,3
29930,3
29931,5
29932,3
29933,3
29934,3
29935,3
29936,2
29937,3
29938,3
29939,3
29940,6
29941,2
29942,2
29943,5
29944,6
29945,0
29946,3
29947,3
29948,2
29949,2
29950,3
29951,3
29952,5
29953,2
29954,3
29955,5
29956,6
29957,5
29958,3
29959,3
29960,6
29961,3
29962,2
29963,3
29964,6
29965,3
29966,2
29967,3
29968,2
29969,6
29970,2
29971,3
29972,3
29973,0
29974,3
29975,3
29976,3
29977,0
29978,2
29979,3
29980,0
29981,0
29982,3
29983,3
29984,5
29985,3
29986,2
29987,3
29988,6
29989,5
29990,3
29991,3
29992,5
29993,3
29994,2
29995,3
29996,5
29997,2
29998,4
29999,5
30000,6
30001,2
30002,4
30003,3
30004,3
30005,5
30006,3
30007,3
30008,5
30009,3
30010,0
30011,3
30012,3
30013,3
30014,5
30015,3
30016,3
30017,3
30018,6
30019,0
30020,3
30021,3
30022,3
30023,2
30024,3
30025,2
30026,3
30027,3
30028,6
30029,6
30030,3
30031,3
30032,3
30033,3
30034,3
30035,4
30036,6
30037,5
30038,3
30039,3
30040,3
30041,4
30042,3
30043,3
30044,3
30045,4
30046,4
30047,3
30048,2
30049,3
30050,6
30051,3
30052,6
30053,3
30054,3
30055,3
30056,4
30057,3
30058,3
30059,3
30060,3
30061,3
30062,6
30063,4
30064,3
30065,3
30066,3
30067,3
30068,3
30069,3
30070,2
30071,5
30072,2
30073,5
30074,0
30075,2
30076,3
30077,0
30078,3
30079,3
30080,0
30081,5
30082,3
30083,3
30084,4
30085,4
30086,3
30087,5
30088,0
30089,3
30090,2
30091,3
30092,3
30093,3
30094,3
30095,3
30096,6
30097,3
30098,6
30099,3
30100,3
30101,3
30102,3
30103,3
30104,0
30105,3
30106,3
30107,3
30108,5
30109,3
30110,0
30111,3
30112,5
30113,3
30114,3
30115,3
30116,3
30117,4
30118,3
30119,3
30120,0
30121,0
30122,3
30123,6
30124,6
30125,3
30126,3
30127,3
30128,6
30129,3
30130,0
30131,3
30132,3
30133,5
30134,2
30135,3
30136,3
30137,3
30138,3
30139,3
30140,2
30141,0
30142,5
30143,4
30144,6
30145,3
30146,2
30147,3
30148,3
30149,4
30150,2
30151,5
30152,5
30153,3
30154,3
30155,3
30156,5
30157,6
30158,3
30159,4
30160,6
30161,6
30162,3
30163,3
30164,3
30165,6
30166,3
30167,3
30168,3
30169,3
30170,6
30171,3
30172,4
30173,3
30174,3
30175,3
30176,3
30177,5
30178,3
30179,2
30180,3
30181,3
30182,3
30183,3
30184,5
30185,3
30186,3
30187,3
30188,4
30189,3
30190,2
30191,3
30192,2
30193,3
30194,3
30195,3
30196,3
30197,4
30198,3
30199,3
30200,3
30201,3
30202,3
30203,3
30204,3
30205,3
30206,3
30207,3
30208,6
30209,2
30210,4
30211,6
30212,2
30213,3
30214,6
30215,2
30216,3
30217,3
30218,2
30219,0
30220,6
30221,3
30222,2
30223,3
30224,3
30225,5
30226,2
30227,2
30228,0
30229,3
30230,3
30231,3
30232,3
30233,0
30234,3
30235,5
30236,3
30237,3
30238,2
30239,5
30240,0
30241,3
30242,3
30243,3
30244,5
30245,3
30246,3
30247,3
30248,3
30249,3
30250,2
30251,2
30252,3
30253,3
30254,4
30255,6
30256,3
30257,3
30258,2
30259,3
30260,3
30261,3
30262,3
30263,4
30264,3
30265,4
30266,3
30267,3
30268,0
30269,4
30270,3
30271,5
30272,5
30273,2
30274,3
30275,6
30276,4
30277,3
30278,3
30279,2
30280,2
30281,0
30282,3
30283,6
30284,3
30285,3
30286,3
30287,6
30288,3
30289,6
30290,6
30291,3
30292,2
30293,3
30294,6
30295,3
30296,3
30297,3
30298,4
30299,0
30300,5
30301,3
30302,2
30303,4
30304,4
30305,3
30306,3
30307,3
30308,3
30309,3
30310,0
30311,4
30312,5
30313,3
30314,5
30315,6
30316,2
30317,3
30318,2
30319,4
30320,2
30321,6
30322,6
30323,3
30324,5
30325,2
30326,2
30327,0
30328,3
30329,3
30330,3
30331,4
30332,3
30333,3
30334,3
30335,6
30336,5
30337,0
30338,3
30339,2
30340,5
30341,3
30342,3
30343,3
30344,2
30345,6
30346,3
30347,3
30348,3
30349,0
30350,4
30351,3
30352,3
30353,3
30354,3
30355,5
30356,3
30357,5
30358,4
30359,3
30360,5
30361,3
30362,3
30363,6
30364,2
30365,3
30366,6
30367,3
30368,0
30369,2
30370,3
30371,3
30372,3
30373,0
30374,5
30375,2
30376,6
30377,3
30378,2
30379,3
30380,4
30381,3
30382,3
30383,4
30384,3
30385,3
30386,5
30387,5
30388,5
30389,3
30390,5
30391,3
30392,3
30393,5
30394,3
30395,6
30396,4
30397,3
30398,6
30399,3
30400,3
30401,3
30402,4
30403,3
30404,2
30405,3
30406,3
30407,3
30408,3
30409,6
30410,6
30411,3
30412,3
30413,3
30414,3
30415,3
30416,3
30417,3
30418,2
30419,3
30420,3
30421,5
30422,3
30423,5
30424,3
30425,3
30426,0
30427,5
30428,4
30429,2
30430,2
30431,5
30432,0
30433,3
30434,6
30435,3
30436,3
30437,3
30438,6
30439,3
30440,3
30441,6
30442,3
30443,0
30444,3
30445,4
30446,6
30447,5
30448,5
30449,3
30450,3
30451,5
30452,3
30453,2
30454,4
30455,3
30456,3
30457,0
30458,3
30459,2
30460,6
30461,3
30462,2
30463,3
30464,6
30465,6
30466,0
30467,4
30468,4
30469,2
30470,3
30471,3
30472,6
30473,3
30474,3
30475,3
30476,3
30477,3
30478,4
30479,2
30480,2
30481,3
30482,4
30483,3
30484,3
30485,3
30486,3
30487,4
30488,3
30489,5
30490,3
30491,3
30492,3
30493,5
30494,3
30495,2
30496,4
30497,2
30498,3
30499,6
30500,3
30501,2
30502,5
30503,3
30504,6
30505,3
30506,0
30507,5
30508,3
30509,4
30510,3
30511,3
30512,0
30513,2
30514,2
30515,3
30516,3
30517,3
30518,5
30519,3
30520,2
30521,3
30522,6
30523,3
30524,3
30525,4
30526,3
30527,3
30528,3
30529,3
30530,6
30531,2
30532,3
30533,3
30534,6
30535,3
30536,6
30537,5
30538,0
30539,6
30540,5
30541,3
30542,2
30543,3
30544,6
30545,4
30546,4
30547,3
30548,5
30549,3
30550,3
30551,3
30552,3
30553,6
30554,3
30555,2
30556,2
30557,3
30558,3
30559,0
30560,3
30561,3
30562,5
30563,0
30564,5
30565,5
30566,6
30567,5
30568,5
30569,3
30570,3
30571,3
30572,3
30573,4
30574,5
30575,2
30576,3
30577,3
30578,2
30579,2
30580,3
30581,6
30582,3
30583,6
30584,3
30585,3
30586,5
30587,3
30588,3
30589,3
30590,5
30591,3
30592,3
30593,4
30594,5
30595,3
30596,2
30597,2
30598,5
30599,5
30600,6
30601,3
30602,6
30603,2
30604,5
30605,3
30606,3
30607,4
30608,3
30609,5
30610,4
30611,4
30612,0
30613,4
30614,3
30615,3
30616,6
30617,3
30618,3
30619,2
30620,5
30621,2
30622,3
30623,5
30624,6
30625,2
30626,3
30627,0
30628,5
30629,4
30630,5
30631,0
30632,3
30633,2
30634,3
30635,3
30636,3
30637,0
30638,3
30639,3
30640,5
30641,6
30642,2
30643,6
30644,6
30645,3
30646,3
30647,4
30648,2
30649,3
30650,4
30651,3
30652,3
30653,4
30654,3
30655,2
30656,4
30657,3
30658,5
30659,2
30660,3
30661,3
30662,3
30663,3
30664,3
30665,2
30666,4
30667,3
30668,3
30669,5
30670,3
30671,0
30672,3
30673,4
30674,6
30675,3
30676,3
30677,4
30678,3
30679,2
30680,2
30681,2
30682,0
30683,3
30684,0
30685,4
30686,6
30687,4
30688,3
30689,3
30690,3
30691,3
30692,4
30693,5
30694,2
30695,3
30696,3
30697,3
30698,3
30699,2
30700,3
30701,3
30702,6
30703,5
30704,3
30705,6
30706,3
30707,6
30708,3
30709,3
30710,3
30711,5
30712,6
30713,6
30714,5
30715,3
30716,6
30717,2
30718,6
30719,3
30720,3
30721,5
30722,6
30723,2
30724,3
30725,5
30726,5
30727,3
30728,3
30729,2
30730,5
30731,5
30732,4
30733,4
30734,3
30735,5
30736,4
30737,3
30738,5
30739,2
30740,5
30741,3
30742,6
30743,2
30744,3
30745,2
30746,0
30747,3
30748,3
30749,3
30750,3
30751,5
30752,2
30753,6
30754,3
30755,3
30756,2
30757,3
30758,6
30759,3
30760,3
30761,3
30762,2
30763,6
30764,3
30765,3
30766,4
30767,4
30768,3
30769,5
30770,5
30771,3
30772,0
30773,3
30774,3
30775,6
30776,3
30777,5
30778,5
30779,3
30780,3
30781,3
30782,2
30783,3
30784,6
30785,3
30786,2
30787,2
30788,0
30789,3
30790,3
30791,2
30792,6
30793,3
30794,5
30795,3
30796,3
30797,2
30798,3
30799,6
30800,2
30801,3
30802,3
30803,5
30804,3
30805,3
30806,3
30807,3
30808,3
30809,4
30810,3
30811,5
30812,3
30813,5
30814,3
30815,3
30816,3
30817,4
30818,4
30819,5
30820,3
30821,5
30822,3
30823,3
30824,3
30825,3
30826,3
30827,3
30828,2
30829,3
30830,3
30831,3
30832,3
30833,6
30834,3
30835,3
30836,3
30837,3
30838,3
30839,3
30840,6
30841,3
30842,3
30843,2
30844,6
30845,3
30846,2
30847,4
30848,3
30849,3
30850,6
30851,3
30852,4
30853,3
30854,3
30855,3
30856,3
30857,5
30858,3
30859,3
30860,3
30861,3
30862,3
30863,4
30864,3
30865,5
30866,3
30867,3
30868,3
30869,6
30870,3
30871,4
30872,6
30873,5
30874,3
30875,2
30876,5
30877,2
30878,0
30879,2
30880,3
30881,3
30882,6
30883,6
30884,6
30885,3
30886,3
30887,2
30888,4
30889,3
30890,3
30891,4
30892,6
30893,5
30894,3
30895,3
30896,0
30897,3
30898,4
30899,5
30900,0
30901,0
30902,3
30903,3
30904,3
30905,0
30906,3
30907,3
30908,3
30909,3
30910,6
30911,3
30912,3
30913,3
30914,3
30915,3
30916,3
30917,3
30918,3
30919,2
30920,3
30921,3
30922,2
30923,3
30924,3
30925,2
30926,4
30927,0
30928,3
30929,2
30930,3
30931,3
30932,6
30933,2
30934,3
30935,5
30936,3
30937,4
30938,3
30939,3
30940,5
30941,3
30942,3
30943,5
30944,3
30945,3
30946,4
30947,5
30948,3
30949,3
30950,0
30951,3
30952,3
30953,6
30954,6
30955,3
30956,2
30957,3
30958,6
30959,6
30960,3
30961,2
30962,3
30963,3
30964,0
30965,3
30966,0
30967,3
30968,4
30969,2
30970,3
30971,3
30972,3
30973,3
30974,3
30975,3
30976,4
30977,0
30978,2
30979,3
30980,4
30981,4
30982,2
30983,2
30984,4
30985,3
30986,3
30987,3
30988,2
30989,5
30990,3
30991,3
30992,3
30993,5
30994,3
30995,4
30996,3
30997,3
30998,6
30999,3
31000,3
31001,3
31002,3
31003,3
31004,3
31005,5
31006,3
31007,6
31008,5
31009,0
31010,6
31011,3
31012,3
31013,3
31014,3
31015,3
31016,4
31017,3
31018,3
31019,3
31020,3
31021,5
31022,3
31023,3
31024,3
31025,3
31026,3
31027,3
31028,3
31029,3
31030,2
31031,3
31032,6
31033,0
31034,3
31035,3
31036,4
31037,5
31038,6
31039,3
31040,4
31041,6
31042,0
31043,3
31044,6
31045,3
31046,0
31047,5
31048,3
31049,6
31050,3
31051,3
31052,3
31053,3
31054,5
31055,2
31056,3
31057,6
31058,5
31059,3
31060,4
31061,3
31062,3
31063,3
31064,2
31065,6
31066,3
31067,3
31068,3
31069,3
31070,6
31071,5
31072,3
31073,6
31074,0
31075,3
31076,3
31077,3
31078,3
31079,0
31080,3
31081,6
31082,3
31083,6
31084,2
31085,3
31086,3
31087,3
31088,3
31089,3
31090,5
31091,0
31092,6
31093,3
31094,3
31095,3
31096,6
31097,2
31098,6
31099,3
31100,2
31101,3
31102,5
31103,3
31104,3
31105,4
31106,3
31107,3
31108,3
31109,2
31110,4
31111,6
31112,3
31113,0
31114,3
31115,5
31116,3
31117,3
31118,3
31119,3
31120,3
31121,3
31122,5
31123,0
31124,3
31125,3
31126,6
31127,4
31128,3
31129,6
31130,3
31131,3
31132,2
31133,2
31134,3
31135,0
31136,3
31137,3
31138,3
31139,3
31140,3
31141,3
31142,3
31143,3
31144,6
31145,3
31146,3
31147,5
31148,3
31149,6
31150,3
31151,6
31152,3
31153,3
31154,2
31155,3
31156,4
31157,6
31158,3
31159,5
31160,3
31161,5
31162,2
31163,5
31164,0
31165,4
31166,3
31167,3
31168,0
31169,3
31170,3
31171,3
31172,3
31173,2
31174,2
31175,2
31176,3
31177,3
31178,3
31179,6
31180,3
31181,2
31182,3
31183,3
31184,6
31185,5
31186,3
31187,3
31188,2
31189,6
31190,6
31191,2
31192,5
31193,3
31194,6
31195,3
31196,0
31197,3
31198,5
31199,5
31200,3
31201,2
31202,3
31203,3
31204,3
31205,5
31206,2
31207,3
31208,3
31209,3
31210,4
31211,3
31212,5
31213,6
31214,3
31215,2
31216,3
31217,3
31218,3
31219,3
31220,3
31221,3
31222,3
31223,6
31224,3
31225,3
31226,3
31227,2
31228,5
31229,3
31230,3
31231,3
31232,3
31233,5
31234,3
31235,3
31236,3
31237,4
31238,3
31239,3
31240,5
31241,3
31242,3
31243,3
31244,2
31245,3
31246,3
31247,2
31248,0
31249,4
31250,3
31251,3
31252,3
31253,2
31254,0
31255,3
31256,3
31257,5
31258,3
31259,0
31260,3
31261,4
31262,6
31263,3
31264,3
31265,4
31266,3
31267,3
31268,3
31269,3
31270,2
31271,3
31272,3
31273,3
31274,6
31275,3
31276,3
31277,0
31278,6
31279,3
31280,0
31281,4
31282,3
31283,3
31284,3
31285,3
31286,3
31287,3
31288,0
31289,3
31290,4
31291,3
31292,3
31293,2
31294,5
31295,3
31296,3
31297,3
31298,3
31299,5
31300,4
31301,3
31302,2
31303,3
31304,5
31305,3
31306,0
31307,3
31308,3
31309,3
31310,2
31311,6
31312,2
31313,3
31314,3
31315,6
31316,3
31317,6
31318,3
31319,3
31320,3
31321,3
31322,3
31323,5
31324,5
31325,3
31326,4
31327,0
31328,2
31329,3
31330,2
31331,3
31332,3
31333,3
31334,3
31335,3
31336,3
31337,3
31338,3
31339,3
31340,5
31341,3
31342,3
31343,3
31344,3
31345,5
31346,3
31347,6
31348,5
31349,3
31350,3
31351,3
31352,6
31353,5
31354,4
31355,2
31356,3
31357,5
31358,3
31359,5
31360,6
31361,3
31362,4
31363,3
31364,3
31365,3
31366,3
31367,2
31368,2
31369,6
31370,3
31371,3
31372,3
31373,3
31374,3
31375,4
31376,3
31377,3
31378,3
31379,3
31380,5
31381,3
31382,2
31383,3
31384,3
31385,3
31386,2
31387,4
31388,3
31389,3
31390,3
31391,5
31392,3
31393,6
31394,2
31395,3
31396,6
31397,3
31398,0
31399,3
31400,3
31401,4
31402,3
31403,2
31404,3
31405,5
31406,4
31407,2
31408,0
31409,3
31410,3
31411,3
31412,3
31413,3
31414,3
31415,3
31416,4
31417,2
31418,5
31419,3
31420,3
31421,2
31422,3
31423,5
31424,4
31425,4
31426,6
31427,3
31428,3
31429,0
31430,3
31431,2
31432,6
31433,2
31434,3
31435,0
31436,2
31437,2
31438,3
31439,3
31440,3
31441,6
31442,2
31443,3
31444,0
31445,3
31446,3
31447,3
31448,2
31449,0
31450,0
31451,5
31452,3
31453,3
31454,6
31455,3
31456,6
31457,4
31458,3
31459,3
31460,6
31461,3
31462,3
31463,5
31464,3
31465,4
31466,3
31467,6
31468,0
31469,2
31470,3
31471,3
31472,3
31473,5
31474,3
31475,2
31476,3
31477,3
31478,3
31479,5
31480,4
31481,0
31482,3
31483,3
31484,6
31485,0
31486,6
31487,3
31488,2
31489,5
31490,6
31491,3
31492,3
31493,3
31494,3
31495,5
31496,5
31497,3
31498,5
31499,3
31500,3
31501,5
31502,3
31503,3
31504,0
31505,3
31506,2
